Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	NaS_1 Spectral Count	NaS_2 Spectral Count	NaS_3 Spectral Count	LMWPE_biofilm_1 Spectral Count	LMWPE_biofilm_2 Spectral Count	LMWPE_biofilm_3 Spectral Count	LMWPE_1 Spectral Count	LMWPE_2 Spectral Count	LMWPE_3 Spectral Count	NaS_1 Unique Spectral Count	NaS_2 Unique Spectral Count	NaS_3 Unique Spectral Count	LMWPE_biofilm_1 Unique Spectral Count	LMWPE_biofilm_2 Unique Spectral Count	LMWPE_biofilm_3 Unique Spectral Count	LMWPE_1 Unique Spectral Count	LMWPE_2 Unique Spectral Count	LMWPE_3 Unique Spectral Count	NaS_1 Total Spectral Count	NaS_2 Total Spectral Count	NaS_3 Total Spectral Count	LMWPE_biofilm_1 Total Spectral Count	LMWPE_biofilm_2 Total Spectral Count	LMWPE_biofilm_3 Total Spectral Count	LMWPE_1 Total Spectral Count	LMWPE_2 Total Spectral Count	LMWPE_3 Total Spectral Count	NaS_1 Intensity	NaS_2 Intensity	NaS_3 Intensity	LMWPE_biofilm_1 Intensity	LMWPE_biofilm_2 Intensity	LMWPE_biofilm_3 Intensity	LMWPE_1 Intensity	LMWPE_2 Intensity	LMWPE_3 Intensity	NaS_1 MaxLFQ Intensity	NaS_2 MaxLFQ Intensity	NaS_3 MaxLFQ Intensity	LMWPE_biofilm_1 MaxLFQ Intensity	LMWPE_biofilm_2 MaxLFQ Intensity	LMWPE_biofilm_3 MaxLFQ Intensity	LMWPE_1 MaxLFQ Intensity	LMWPE_2 MaxLFQ Intensity	LMWPE_3 MaxLFQ Intensity	Indistinguishable Proteins
AtRMS-02_contig_1_89	AtRMS-02_contig_1_89 rank: C; polysaccharide biosynthesis/export protein (db=kegg)	AtRMS-02_contig_1_89 rank: C; polysaccharide biosynthesis/export protein (db=kegg)	NA	393	NA	NA	AtRMS-02_contig_1_89 rank: C; polysaccharide biosynthesis/export protein (db=kegg)	1	0.999	16	444	444	444	22	24	13	62	56	69	15	17	16	22	24	13	62	56	69	15	17	16	22	24	13	62	56	69	15	17	16	319322.12	306580.7	251239.05	3551595	3536158	3565429.5	209465.25	360056.8	242524.48	57654.49	59531.887	67439.5	481069.47	497372.62	407928.25	44854.07	47034.87	46544.668	NA
AtRMS-02_contig_1_893	AtRMS-02_contig_1_893 rank: C; oleate hydratase [EC:4.2.1.53] (db=kegg)	AtRMS-02_contig_1_893 rank: C; oleate hydratase [EC:4.2.1.53] (db=kegg)	NA	540	NA	NA	AtRMS-02_contig_1_893 rank: C; oleate hydratase [EC:4.2.1.53] (db=kegg)	1	0.999	22	291	291	291	56	71	68	14	16	11	27	14	14	56	71	68	14	16	11	27	14	14	56	71	68	14	16	11	27	14	14	2790333.2	2692716.2	2780661	226176.45	200453.38	302662.06	423282.84	278870.72	272221.34	456123.97	406487.84	486644.16	68513.85	66808.93	77246.28	80505.02	98152.04	88676.72	NA
AtRMS-02_contig_1_899	AtRMS-02_contig_1_899 rank: C; methionyl-tRNA synthetase [EC:6.1.1.10] (db=kegg)	AtRMS-02_contig_1_899 rank: C; methionyl-tRNA synthetase [EC:6.1.1.10] (db=kegg)	NA	685	NA	NA	AtRMS-02_contig_1_899 rank: C; methionyl-tRNA synthetase [EC:6.1.1.10] (db=kegg)	1	0.999	46	1548	1548	1548	188	180	177	121	113	121	186	191	186	188	180	177	121	113	121	186	191	186	188	180	177	121	113	121	186	191	186	5229883	5832794	5464344	4011404.5	4312722.5	4992388	4956038	4931283.5	4718843	440602.16	492651.38	463932.3	332198	330253.06	373829.47	390416.9	397796.7	380946.34	NA
AtRMS-02_contig_1_9	AtRMS-02_contig_1_9 rank: C; glutathione peroxidase [EC:1.11.1.9] (db=kegg)	AtRMS-02_contig_1_9 rank: C; glutathione peroxidase [EC:1.11.1.9] (db=kegg)	NA	181	NA	NA	AtRMS-02_contig_1_9 rank: C; glutathione peroxidase [EC:1.11.1.9] (db=kegg)	1	0.999	11	875	875	875	92	83	86	72	68	62	76	92	96	92	83	86	72	68	62	76	92	96	92	83	86	72	68	62	76	92	96	5021080.5	5540282	4689707	6055907.5	6205310.5	4140450	4624552.5	5473875	5945655.5	732617	831782.5	782144.1	772924.94	1014722.5	749221.4	691275.56	867100.9	957550.3	NA
AtRMS-02_contig_1_90	AtRMS-02_contig_1_90 rank: C; low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48] (db=kegg)	AtRMS-02_contig_1_90 rank: C; low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48] (db=kegg)	NA	142	NA	NA	AtRMS-02_contig_1_90 rank: C; low molecular weight protein-tyrosine phosphatase [EC:3.1.3.48] (db=kegg)	1	0.999	10	348	348	348	27	31	25	23	33	34	49	53	49	27	31	25	23	33	34	49	53	49	27	31	25	23	33	34	49	53	49	948806.25	1374914.1	691702.1	827109.94	1004379.6	964408.6	1651235.9	1533908.6	1149954.8	205658.08	276541.1	234804.94	244871.03	247598.02	296772.38	332622.44	275946.44	235208.83	NA
AtRMS-02_contig_1_900	AtRMS-02_contig_1_900 rank: C; ATP-binding protein involved in chromosome partitioning (db=kegg)	AtRMS-02_contig_1_900 rank: C; ATP-binding protein involved in chromosome partitioning (db=kegg)	NA	417	NA	NA	AtRMS-02_contig_1_900 rank: C; ATP-binding protein involved in chromosome partitioning (db=kegg)	1	0.999	14	332	332	332	34	44	29	43	43	35	32	31	39	34	44	29	43	43	35	32	31	39	34	44	29	43	43	35	32	31	39	750094.2	876996.2	782541.56	1802137.2	1716185.6	1391007.6	935969.94	850083.94	947750.44	132439.23	133108.44	126423.15	230542.75	208083.47	213210.53	153122.03	167600.81	161829.27	NA
AtRMS-02_contig_1_901	AtRMS-02_contig_1_901 rank: D; LysE type translocator [PF01810.24] (db=pfam)	AtRMS-02_contig_1_901 rank: D; LysE type translocator [PF01810.24] (db=pfam)	NA	197	NA	NA	AtRMS-02_contig_1_901 rank: D; LysE type translocator [PF01810.24] (db=pfam)	0.9771	0.999	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10928.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_902	AtRMS-02_contig_1_902 rank: C; dCTP deaminase [EC:3.5.4.13] (db=kegg)	AtRMS-02_contig_1_902 rank: C; dCTP deaminase [EC:3.5.4.13] (db=kegg)	NA	189	NA	NA	AtRMS-02_contig_1_902 rank: C; dCTP deaminase [EC:3.5.4.13] (db=kegg)	1	0.999	11	367	367	367	31	33	35	26	32	30	50	46	47	31	33	35	26	32	30	50	46	47	31	33	35	26	32	30	50	46	47	1670756.8	1930387.9	2182601.8	2233748.5	2168035.2	2699673	1822428.5	1947630.2	2080187.5	548107.2	594416.2	564857	581233.2	561458.3	629911.4	565110.8	613276.75	634221.9	NA
AtRMS-02_contig_1_903	AtRMS-02_contig_1_903 rank: E	AtRMS-02_contig_1_903 rank: E	NA	696	NA	NA	AtRMS-02_contig_1_903 rank: E	1	0.999	47	2818	2818	2818	4	1	0	487	487	476	195	175	219	4	1	0	487	487	476	195	175	219	4	1	0	487	487	476	195	175	219	11090.223	8117.7026	0	49144476	45825040	45037196	8055929.5	7588879	7374119	29175.812	0	0	4269253.5	3965356	4181714.8	667561.3	620552.1	667046	NA
AtRMS-02_contig_1_904	AtRMS-02_contig_1_904 rank: E	AtRMS-02_contig_1_904 rank: E	NA	238	NA	NA	AtRMS-02_contig_1_904 rank: E	1	0.999	16	1001	1001	1001	0	0	1	236	211	167	69	60	47	0	0	1	236	211	167	69	60	47	0	0	1	236	211	167	69	60	47	0	0	51523.07	14178443	13153007	9106559	1664725.1	1510764.9	1320189.4	0	0	0	1687167.2	1547350.2	1334432	245883.17	238670.36	241308.56	NA
AtRMS-02_contig_1_905	AtRMS-02_contig_1_905 rank: E	AtRMS-02_contig_1_905 rank: E	NA	748	NA	NA	AtRMS-02_contig_1_905 rank: E	1	0.999	54	2426	2426	2426	0	0	1	427	443	442	130	104	126	0	0	1	427	443	442	130	104	126	0	0	1	427	443	442	130	104	126	0	354775.3	0	46059080	48281404	40267916	5973165	4482721.5	5136246	0	0	0	5505082	5559722	5369197.5	592997.6	481590.94	513274.4	NA
AtRMS-02_contig_1_906	AtRMS-02_contig_1_906 rank: E	AtRMS-02_contig_1_906 rank: E	NA	433	NA	NA	AtRMS-02_contig_1_906 rank: E	1	0.999	21	1636	1636	1636	0	0	0	268	275	255	129	129	136	0	0	0	268	275	255	129	129	136	0	0	0	268	275	255	129	129	136	0	0	0	24074906	22280142	20768306	4489042	4394852	4184298.8	0	0	0	2051691.5	1841659.6	1780028.1	381403	367359.94	357415.62	NA
AtRMS-02_contig_1_907	AtRMS-02_contig_1_907 rank: C; prolyl-tRNA synthetase [EC:6.1.1.15] (db=kegg)	AtRMS-02_contig_1_907 rank: C; prolyl-tRNA synthetase [EC:6.1.1.15] (db=kegg)	NA	571	NA	NA	AtRMS-02_contig_1_907 rank: C; prolyl-tRNA synthetase [EC:6.1.1.15] (db=kegg)	1	0.999	39	1359	1359	1359	140	140	110	124	135	115	134	139	130	140	140	110	124	135	115	134	139	130	140	140	110	124	135	115	134	139	130	5105567	5860619.5	5051980.5	5668337	6081308.5	5399087	5563659	5558224	5512987.5	547016.2	532895.3	524472.9	455027.22	451827.6	421385.22	448738.44	459230.53	502043.5	NA
AtRMS-02_contig_1_908	AtRMS-02_contig_1_908 rank: C; multidrug efflux pump (db=kegg)	AtRMS-02_contig_1_908 rank: C; multidrug efflux pump (db=kegg)	NA	1034	NA	NA	AtRMS-02_contig_1_908 rank: C; multidrug efflux pump (db=kegg)	1	0.999	35	544	544	544	34	30	47	55	58	57	64	67	66	34	30	47	55	58	57	64	67	66	34	30	47	55	58	57	64	67	66	709144.9	800785.9	717083.25	1174436.6	1239452.1	1330678.8	1221978.1	1407462.4	1457197	96847.29	90402.67	99002.195	169030.77	169785.19	181126.5	139109.4	142984.17	140934.28	NA
AtRMS-02_contig_1_909	AtRMS-02_contig_1_909 rank: D; Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.10] (db=pfam)	AtRMS-02_contig_1_909 rank: D; Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.10] (db=pfam)	NA	377	NA	NA	AtRMS-02_contig_1_909 rank: D; Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.10] (db=pfam)	1	0.999	16	596	596	596	51	41	45	53	58	50	73	73	77	51	41	45	53	58	50	73	73	77	51	41	45	53	58	50	73	73	77	1017898.1	874554.6	1108692.6	1601081.6	1549564.8	1498163.5	1676632	1714081.6	1816612.8	133136.38	126945.77	140193.66	203521.66	183062.86	188526.89	205557.19	217008.64	215536.33	NA
AtRMS-02_contig_1_91	AtRMS-02_contig_1_91 rank: C; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3] (db=kegg)	AtRMS-02_contig_1_91 rank: C; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3] (db=kegg)	NA	728	NA	NA	AtRMS-02_contig_1_91 rank: C; tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3] (db=kegg)	1	0.999	58	1753	1753	1753	157	130	115	192	173	159	183	216	224	157	130	115	192	173	159	183	216	224	157	130	115	192	173	159	183	216	224	3999472	4031485.5	4119422.2	9173874	9349676	8829589	8526042	8733030	8262553.5	364246.2	361032.16	376381.44	744585.6	723254.8	704702.56	660922	669862.75	637322.4	NA
AtRMS-02_contig_1_910	AtRMS-02_contig_1_910 rank: E	AtRMS-02_contig_1_910 rank: E	NA	214	NA	NA	AtRMS-02_contig_1_910 rank: E	1	0.999	30	1278	1278	1278	57	62	63	56	59	48	53	50	51	57	62	63	56	59	48	53	50	51	57	62	63	56	59	48	53	50	51	2302564.8	2376819.8	2421225.2	2756221.2	2886699.2	2691575	1946847.8	1993840.1	1992005	274714.38	280527.16	276653.56	328667.16	313269.06	290077.22	246440.67	237496	230800.39	NA
AtRMS-02_contig_1_911	AtRMS-02_contig_1_911 rank: C; twitching motility two-component system response regulator PilG (db=kegg)	AtRMS-02_contig_1_911 rank: C; twitching motility two-component system response regulator PilG (db=kegg)	NA	127	NA	NA	AtRMS-02_contig_1_911 rank: C; twitching motility two-component system response regulator PilG (db=kegg)	1	0.999	17	902	902	902	104	100	110	89	92	92	78	87	83	104	100	110	89	92	92	78	87	83	104	100	110	89	92	92	78	87	83	5586971	5852417.5	6260858.5	7617880	8660864	7180970.5	5214483	5285160	4692340	1300220	1281857.8	1367112.8	1845059	1966931.8	1387293.2	1302055	1220826	1164138.8	NA
AtRMS-02_contig_1_912	AtRMS-02_contig_1_912 rank: C; twitching motility two-component system response regulator PilH (db=kegg)	AtRMS-02_contig_1_912 rank: C; twitching motility two-component system response regulator PilH (db=kegg)	NA	122	NA	NA	AtRMS-02_contig_1_912 rank: C; twitching motility two-component system response regulator PilH (db=kegg)	1	0.999	9	551	551	551	51	53	60	42	42	35	57	57	59	51	53	60	42	42	35	57	57	59	51	53	60	42	42	35	57	57	59	5857777	6026194	4858762.5	5321450.5	5541400	4644805	5927552	5179353	5541334.5	2532858.2	2432536	2456269.8	1800023.4	1831446.2	2133090.8	2649804.2	2527725.5	2290312.8	NA
AtRMS-02_contig_1_913	AtRMS-02_contig_1_913 rank: C; twitching motility protein PilI (db=kegg)	AtRMS-02_contig_1_913 rank: C; twitching motility protein PilI (db=kegg)	NA	178	NA	NA	AtRMS-02_contig_1_913 rank: C; twitching motility protein PilI (db=kegg)	1	0.999	7	356	356	356	31	27	32	35	38	45	33	34	32	31	27	32	35	38	45	33	34	32	31	27	32	35	38	45	33	34	32	1668258.1	1537861	1476598	2559406.2	2561149.2	2037008.1	1634422.5	1733190.6	1730318.8	425116.84	389963.56	398764.03	585616.7	600775.25	452880.06	413984.75	432469.5	450681.6	NA
AtRMS-02_contig_1_914	AtRMS-02_contig_1_914 rank: C; twitching motility protein PilJ (db=kegg)	AtRMS-02_contig_1_914 rank: C; twitching motility protein PilJ (db=kegg)	NA	691	NA	NA	AtRMS-02_contig_1_914 rank: C; twitching motility protein PilJ (db=kegg)	1	0.999	38	2914	2914	2914	245	219	224	283	315	212	261	299	274	245	219	224	283	315	212	261	299	274	245	219	224	283	315	212	261	299	274	17442384	15621372	15914756	33518112	34424472	18501934	19438502	20893540	20729714	2014209.5	1868612.8	1897759.2	3253237.5	3378471	2177082	2161926	2352896	2301174.5	NA
AtRMS-02_contig_1_915	AtRMS-02_contig_1_915 rank: E	AtRMS-02_contig_1_915 rank: E	NA	376	NA	NA	AtRMS-02_contig_1_915 rank: E	1	0.999	13	572	572	572	56	57	57	50	56	53	56	53	44	56	57	57	50	56	53	56	53	44	56	57	57	50	56	53	56	53	44	1734939.2	1820834.2	2376089	4101787.8	4644061.5	3502061.5	1279812.8	1236471	1330097.4	355642.66	385742.03	427808.47	785187.06	856622.1	681213.9	224484	212177.75	211244.28	NA
AtRMS-02_contig_1_916	AtRMS-02_contig_1_916 rank: C; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator) (db=kegg)	AtRMS-02_contig_1_916 rank: C; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator) (db=kegg)	NA	1135	NA	NA	AtRMS-02_contig_1_916 rank: C; chemosensory pili system protein ChpA (sensor histidine kinase/response regulator) (db=kegg)	1	0.999	58	2194	2194	2194	186	211	183	229	261	226	193	194	173	186	211	183	229	261	226	193	194	173	186	211	183	229	261	226	193	194	173	7067243.5	7257888.5	6781946	13244287	14018955	12913930	8443864	9074103	7745769	509529.2	462972.47	510417.88	868941.7	867912.6	801171.5	549229.94	579936.56	531828.5	NA
AtRMS-02_contig_1_917	AtRMS-02_contig_1_917 rank: E	AtRMS-02_contig_1_917 rank: E	NA	152	NA	NA	AtRMS-02_contig_1_917 rank: E	1	0.999	6	289	289	289	27	27	33	33	33	35	32	28	28	27	27	33	33	33	35	32	28	28	27	27	33	33	33	35	32	28	28	749688.06	611666.94	540008.1	1647853.9	1648175.1	815531.8	781025	850391.9	619036.44	169037.16	126064.98	138453.12	267458.5	317004.56	152355.62	176666.38	199666	149623.34	NA
AtRMS-02_contig_1_918	AtRMS-02_contig_1_918 rank: C; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18] (db=kegg)	AtRMS-02_contig_1_918 rank: C; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18] (db=kegg)	NA	377	NA	NA	AtRMS-02_contig_1_918 rank: C; succinyl-diaminopimelate desuccinylase [EC:3.5.1.18] (db=kegg)	1	0.999	14	442	442	442	39	49	34	42	39	44	51	61	45	39	49	34	42	39	44	51	61	45	39	49	34	42	39	44	51	61	45	1383372	1445034	911263.06	1096769.5	1076063	979897.5	1368688.1	1768991.5	1235338.6	256983.86	250367.45	238012.84	229722.8	240815.83	228398.97	297296.53	308877.5	257112.48	NA
AtRMS-02_contig_1_919	AtRMS-02_contig_1_919 rank: C; entericidin A (db=kegg)	AtRMS-02_contig_1_919 rank: C; entericidin A (db=kegg)	NA	48	NA	NA	AtRMS-02_contig_1_919 rank: C; entericidin A (db=kegg)	1	0.999	2	447	447	447	12	11	15	14	18	17	40	38	46	12	11	15	14	18	17	40	38	46	12	11	15	14	18	17	40	38	46	328707.4	305908.12	278926.03	391337.56	375066.56	349850.8	2686365.2	2689198.8	2307499	226645.52	201768.52	193469.38	259875.19	245819.1	237541.36	1819218.1	1799828	1580408.9	NA
AtRMS-02_contig_1_920	AtRMS-02_contig_1_920 rank: C; uncharacterized protein (db=kegg)	AtRMS-02_contig_1_920 rank: C; uncharacterized protein (db=kegg)	NA	294	NA	NA	AtRMS-02_contig_1_920 rank: C; uncharacterized protein (db=kegg)	1	0.999	3	15	15	15	2	1	0	3	1	3	2	2	1	2	1	0	3	1	3	2	2	1	2	1	0	3	1	3	2	2	1	14923.443	17639.203	0	22216.164	22530.396	27690.688	34350.195	17055.504	18858.775	0	0	0	14326.541	14640.924	17033.281	17096.18	0	0	NA
AtRMS-02_contig_1_922	AtRMS-02_contig_1_922 rank: D; L,D-transpeptidase catalytic domain [PF03734.19] (db=pfam)	AtRMS-02_contig_1_922 rank: D; L,D-transpeptidase catalytic domain [PF03734.19] (db=pfam)	NA	174	NA	NA	AtRMS-02_contig_1_922 rank: D; L,D-transpeptidase catalytic domain [PF03734.19] (db=pfam)	1	0.999	9	283	283	283	32	19	27	19	24	32	42	36	47	32	19	27	19	24	32	42	36	47	32	19	27	19	24	32	42	36	47	606346.6	602105.94	707886.8	602953.9	562107	896484.4	750826.94	744041.4	890290.2	157179.77	171451.05	149985.92	190963.11	189152.61	209733.48	215878.28	177111	194932.81	NA
AtRMS-02_contig_1_923	AtRMS-02_contig_1_923 rank: D; Protein of unknown function (DUF2750) [PF11042.13] (db=pfam)	AtRMS-02_contig_1_923 rank: D; Protein of unknown function (DUF2750) [PF11042.13] (db=pfam)	NA	153	NA	NA	AtRMS-02_contig_1_923 rank: D; Protein of unknown function (DUF2750) [PF11042.13] (db=pfam)	1	0.999	8	149	149	149	5	9	13	26	28	20	7	12	13	5	9	13	26	28	20	7	12	13	5	9	13	26	28	20	7	12	13	239105.6	259159.44	304462.3	807328.56	845395.2	584302.5	282327.97	222261.03	264449.7	108833.55	126189.61	119954.234	307985.47	332724.34	219708.39	139677.89	112315.7	120677.21	NA
AtRMS-02_contig_1_924	AtRMS-02_contig_1_924 rank: D; DUF218 domain [PF02698.23] (db=pfam)	AtRMS-02_contig_1_924 rank: D; DUF218 domain [PF02698.23] (db=pfam)	NA	272	NA	NA	AtRMS-02_contig_1_924 rank: D; DUF218 domain [PF02698.23] (db=pfam)	1	0.999	4	26	26	26	0	3	0	1	2	3	5	4	7	0	3	0	1	2	3	5	4	7	0	3	0	1	2	3	5	4	7	0	8209.483	0	9908.285	13259.799	29676.697	71592.78	55752.7	313139.3	0	0	0	0	0	35070.38	31645.916	31048.453	86905.164	NA
AtRMS-02_contig_1_925	AtRMS-02_contig_1_925 rank: D; PepSY-associated TM region [PF03929.21]; Flavodoxin [PF00258.30] (db=pfam)	AtRMS-02_contig_1_925 rank: D; PepSY-associated TM region [PF03929.21]; Flavodoxin [PF00258.30] (db=pfam)	NA	872	NA	NA	AtRMS-02_contig_1_925 rank: D; PepSY-associated TM region [PF03929.21]; Flavodoxin [PF00258.30] (db=pfam)	1	0.999	45	1341	1341	1341	115	115	98	134	121	134	169	169	159	115	115	98	134	121	134	169	169	159	115	115	98	134	121	134	169	169	159	2911625.8	2672266	2609336	4784952.5	5277162	4745423.5	5736804.5	5508573.5	5013755	304430.47	264106.75	288342.34	406862.44	409404	404354.06	534063.3	534309.5	519546.38	NA
AtRMS-02_contig_1_926	AtRMS-02_contig_1_926 rank: E	AtRMS-02_contig_1_926 rank: E	NA	186	NA	NA	AtRMS-02_contig_1_926 rank: E	1	0.999	13	385	385	385	37	26	34	22	23	17	27	35	70	37	26	34	22	23	17	27	35	70	37	26	34	22	23	17	27	35	70	637086.4	561569	748228.8	894830.94	1000413.25	1015146.44	1091362.8	1173390.9	1374850.5	208356.62	162605.39	224058.72	181581.88	193755.47	204057.16	207765.44	221338.7	221244.7	NA
AtRMS-02_contig_1_927	AtRMS-02_contig_1_927 rank: D; FUSC-like inner membrane protein yccS [PF12805.13]; Fusaric acid resistance protein-like [PF13515.12]; Fusaric acid resistance protein family [PF04632.18]; Aluminium activated malate transporter [PF11744.14] (db=pfam)	AtRMS-02_contig_1_927 rank: D; FUSC-like inner membrane protein yccS [PF12805.13]; Fusaric acid resistance protein-like [PF13515.12]; Fusaric acid resistance protein family [PF04632.18]; Aluminium activated malate transporter [PF11744.14] (db=pfam)	NA	725	NA	NA	AtRMS-02_contig_1_927 rank: D; FUSC-like inner membrane protein yccS [PF12805.13]; Fusaric acid resistance protein-like [PF13515.12]; Fusaric acid resistance protein family [PF04632.18]; Aluminium activated malate transporter [PF11744.14] (db=pfam)	1	0.999	6	42	42	42	9	2	8	0	2	3	5	9	3	9	2	8	0	2	3	5	9	3	9	2	8	0	2	3	5	9	3	76787.516	56462.984	88213.266	0	18560.08	59358.24	67533.94	52857.508	24814.45	25119.33	22753.64	31249.445	0	18097.264	38709.92	26354.654	22400.904	17174.596	NA
AtRMS-02_contig_1_929	AtRMS-02_contig_1_929 rank: D; DcaP outer membrane protein [PF19577.5]; Porin subfamily [PF02530.20] (db=pfam)	AtRMS-02_contig_1_929 rank: D; DcaP outer membrane protein [PF19577.5]; Porin subfamily [PF02530.20] (db=pfam)	NA	432	NA	NA	AtRMS-02_contig_1_929 rank: D; DcaP outer membrane protein [PF19577.5]; Porin subfamily [PF02530.20] (db=pfam)	1	0.999	43	4237	4237	4237	127	129	115	359	391	299	80	72	88	127	129	115	359	391	299	80	72	88	127	129	115	359	391	299	80	72	88	4592769.5	5391807.5	6284122	33377256	37678272	35569284	2415887	2476280.5	2331932	671632.8	764379.5	1011764.1	3607154	3995338.8	4319718.5	396094.94	401384.28	366065.9	NA
AtRMS-02_contig_1_93	AtRMS-02_contig_1_93 rank: D; Capsule assembly protein Wzi [PF14052.12] (db=pfam)	AtRMS-02_contig_1_93 rank: D; Capsule assembly protein Wzi [PF14052.12] (db=pfam)	NA	484	NA	NA	AtRMS-02_contig_1_93 rank: D; Capsule assembly protein Wzi [PF14052.12] (db=pfam)	1	0.999	27	1655	1655	1655	28	37	31	78	75	98	35	38	37	28	37	31	78	75	98	35	38	37	28	37	31	78	75	98	35	38	37	437273.66	646063.94	542172.2	3168017.5	3460808.5	3677304	486858.62	461713.16	439907.5	82176.02	96105.266	96426.875	318056.06	375074.16	416426.56	68897.5	65082.63	67785.19	NA
AtRMS-02_contig_1_930	AtRMS-02_contig_1_930 rank: C; glutamate:Na+ symporter, ESS family (db=kegg)	AtRMS-02_contig_1_930 rank: C; glutamate:Na+ symporter, ESS family (db=kegg)	NA	413	NA	NA	AtRMS-02_contig_1_930 rank: C; glutamate:Na+ symporter, ESS family (db=kegg)	1	0.999	5	106	106	106	15	10	8	7	6	12	10	8	9	15	10	8	7	6	12	10	8	9	15	10	8	7	6	12	10	8	9	393743.3	321405.12	384119.47	306665.3	327279.3	345244.4	300529.44	311080.38	350027.2	283964.78	283121.97	314497.6	293820.03	295179.06	280361.94	273356.7	292393.06	294279.3	NA
AtRMS-02_contig_1_932	AtRMS-02_contig_1_932 rank: C; NTE family protein (db=kegg)	AtRMS-02_contig_1_932 rank: C; NTE family protein (db=kegg)	NA	336	NA	NA	AtRMS-02_contig_1_932 rank: C; NTE family protein (db=kegg)	1	0.999	11	50	50	50	0	0	0	0	4	7	0	1	0	0	0	0	0	4	7	0	1	0	0	0	0	0	4	7	0	1	0	0	0	0	0	39135.094	83820.22	0	16379.835	0	0	0	0	0	16731.348	24871.125	0	0	0	NA
AtRMS-02_contig_1_933	AtRMS-02_contig_1_933 rank: E	AtRMS-02_contig_1_933 rank: E	NA	56	NA	NA	AtRMS-02_contig_1_933 rank: E	0.9778	0.999	1	3	3	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	25204.834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_934	AtRMS-02_contig_1_934 rank: C; acyl-CoA thioesterase YciA [EC:3.1.2.-] (db=kegg)	AtRMS-02_contig_1_934 rank: C; acyl-CoA thioesterase YciA [EC:3.1.2.-] (db=kegg)	NA	173	NA	NA	AtRMS-02_contig_1_934 rank: C; acyl-CoA thioesterase YciA [EC:3.1.2.-] (db=kegg)	1	0.999	13	179	179	179	19	23	10	28	26	16	23	17	17	19	23	10	28	26	16	23	17	17	19	23	10	28	26	16	23	17	17	486586	546404.7	388511.8	584585	657508.56	247577.95	492163.62	447198	452185.78	224849.86	227954.31	233213.83	120291.63	131928.73	124989.375	208134.62	245884.8	211000.72	NA
AtRMS-02_contig_1_935	AtRMS-02_contig_1_935 rank: E	AtRMS-02_contig_1_935 rank: E	NA	70	NA	NA	AtRMS-02_contig_1_935 rank: E	0.9778	0.999	1	21	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
AtRMS-02_contig_1_936	AtRMS-02_contig_1_936 rank: D; CobW/HypB/UreG, nucleotide-binding domain [PF02492.25] (db=pfam)	AtRMS-02_contig_1_936 rank: D; CobW/HypB/UreG, nucleotide-binding domain [PF02492.25] (db=pfam)	NA	340	NA	NA	AtRMS-02_contig_1_936 rank: D; CobW/HypB/UreG, nucleotide-binding domain [PF02492.25] (db=pfam)	1	0.999	14	225	225	225	31	26	36	22	22	24	23	19	19	31	26	36	22	22	24	23	19	19	31	26	36	22	22	24	23	19	19	526930.25	558053.5	562674.4	431952.6	405870.25	478051.4	414543.38	356494.3	381307.06	101924.79	110137.44	106397.13	101806.28	96414.445	95239.01	92821.16	87059.99	81259.25	NA
AtRMS-02_contig_1_938	AtRMS-02_contig_1_938 rank: D; YaeQ protein [PF07152.18] (db=pfam)	AtRMS-02_contig_1_938 rank: D; YaeQ protein [PF07152.18] (db=pfam)	NA	136	NA	NA	AtRMS-02_contig_1_938 rank: D; YaeQ protein [PF07152.18] (db=pfam)	1	0.999	11	269	269	269	28	27	28	22	18	26	28	27	32	28	27	28	22	18	26	28	27	32	28	27	28	22	18	26	28	27	32	626383.94	705515.4	971487.6	623941.1	670521.56	990419.3	598932.8	539070.44	739912.44	222597.12	261412.83	322368.8	243456.36	247725.11	348742.62	209383.67	190492.2	273825.6	NA
